handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct
@themermaidscales3585,TheMermaidscales,youtube,gaming,13200000.0,29.37,,FALSE,0.0
@uttarakhandifunnycouple,Uttarakhandi Funny Couple,youtube,comedy,13200000.0,29.63,,FALSE,0.0
@quenblackwell,quenblackwell,tiktok,lifestyle,13200000.0,12.58,,TRUE,0.0
@panda.,Panda,youtube,gaming,13200000.0,11.24,,FALSE,0.0
@nrfmvlogs,NRFM-VLOGS,youtube,lifestyle,13200000.0,47.04,IN,FALSE,0.0
@tvkde,The Voice Kids,youtube,lifestyle,13100000.0,17.51,,FALSE,0.0
@migosatl,Migos ATL,youtube,music,13100000.0,50,,FALSE,0.0
@youtubeviewers,YouTube Viewers,youtube,lifestyle,13100000.0,16.32,,FALSE,0.0
@elliegouldingofficial,Ellie Goulding,youtube,lifestyle,13100000.0,50,,FALSE,0.0
@outmc,outwork,youtube,lifestyle,13100000.0,16.69,,FALSE,0.0
@litvin_misha_11,??Ð¢???,youtube,lifestyle,13100000.0,49.9,,FALSE,0.0
@jjcommunication,JJ Communication,youtube,lifestyle,13100000.0,9.96,,FALSE,0.0
@fukrainsaan,Fukra Insaan,youtube,lifestyle,13100000.0,48.8,,FALSE,0.0
@jeremylynch,Jeremy Lynch,youtube,fashion,13100000.0,41.42,,FALSE,0.0
@pablopol7,Pablo Pol,youtube,lifestyle,13100000.0,50,,FALSE,0.0
@b4ubhojpuri-,B4U Bhojpuri,youtube,lifestyle,13100000.0,14.42,,FALSE,0.0
@thefunsquad,The Fun Squad,youtube,gaming,13000000.0,50,,FALSE,0.0
@jiembasands,Jiemba Sands,youtube,comedy,13000000.0,50,,FALSE,0.0
@etvdhee,ETV Dhee,youtube,lifestyle,13000000.0,9.54,,FALSE,0.0
@sonu_indori,sonu.indori,youtube,lifestyle,13000000.0,46.9,,FALSE,0.0
@kallmekris,Kallmekris,youtube,lifestyle,13000000.0,40.91,,FALSE,0.0
@pinkvideovault,P!NK,youtube,lifestyle,13000000.0,50,,FALSE,0.0
@krishnaavyu,Krishna Avyu,youtube,lifestyle,13000000.0,50,,FALSE,0.0
@casocerrado,Caso Cerrado,youtube,lifestyle,13000000.0,15.58,,FALSE,0.0
@psych2go,Psych2Go,youtube,lifestyle,13000000.0,4.05,,FALSE,0.0
@katebrush,Kate Brush,youtube,lifestyle,13000000.0,18.58,,FALSE,0.0
@blossomtv,Blossom,youtube,lifestyle,13000000.0,26.49,,FALSE,0.0
@sonusharmamotivation,SONU SHARMA,youtube,business,12900000.0,13.81,,FALSE,0.0
@twinklecouple6,TwinKle Couple,youtube,lifestyle,12900000.0,44.11,,FALSE,0.0
@refugiomental6818,#RefÃºgio Mental,youtube,lifestyle,12900000.0,17.47,,FALSE,0.0
@mariahcarey,Mariah Carey,youtube,music,12900000.0,50,,FALSE,0.0
@baklolvideo,BakLol Video,youtube,lifestyle,12900000.0,50,,FALSE,0.0
@supercrazykids,Super Crazy Kids,youtube,comedy,12900000.0,50,,FALSE,0.0
@jeenie.weenie,Jeenie.Weenie,youtube,beauty,12900000.0,50,,FALSE,0.0
@vyqwaint,Vy Qwaint,youtube,fashion,12900000.0,50,,FALSE,0.0
@explosmentertainment,ExplosmEntertainment,youtube,gaming,12900000.0,22.4,,FALSE,0.0
@mr_yashu09,Yashuu World,youtube,lifestyle,12900000.0,50,,FALSE,0.0
@werloser,We r Loser,youtube,business,12900000.0,50,,FALSE,0.0
@toysmakemesmile,Toys Make Me Smile,youtube,lifestyle,12900000.0,50,,FALSE,0.0
@junjunworld1234,Jun Jun World / ?¸ã¥?³ã¸?¥ã³??¼?«ã,youtube,lifestyle,12900000.0,12.29,,FALSE,0.0
@adexeynau,Adexe & Nau,youtube,lifestyle,12900000.0,50,,FALSE,0.0
@icc,ICC,youtube,lifestyle,12900000.0,8.34,,FALSE,0.0
@azzyland,AzzyLand,youtube,lifestyle,12900000.0,27.56,,FALSE,0.0
@ricoanimations0,Rico Animations,youtube,lifestyle,12900000.0,50,,FALSE,0.0
@tinistoessel,TINI,tiktok,lifestyle,12900000.0,6.3,,TRUE,0.0
@newjeans_official,NewJeans,tiktok,lifestyle,12800000.0,8.68,,TRUE,0.0
@sansarcomedybar,SANSAR COMEDY BAR,youtube,comedy,12800000.0,50,,FALSE,0.0
@warnerbros,Warner Bros.,youtube,lifestyle,12800000.0,19.16,,FALSE,0.0
@mustafago,?ØµØ·?? GAME OVER,youtube,gaming,12800000.0,27.68,,FALSE,0.0
@rockstargames,Rockstar Games,youtube,gaming,12800000.0,29.95,,FALSE,0.0
@egorik.shkred,???? Ð¨????,youtube,lifestyle,12800000.0,38.77,,FALSE,0.0
@rjmobile01,Rj Mobile 01,youtube,tech,12800000.0,29.2,,FALSE,0.0
@fabiosastoriesmedia,Fabiosa Stories,youtube,education,12800000.0,30.6,,FALSE,0.0
@matt_zett,Matt Zett,youtube,lifestyle,12800000.0,48.66,,FALSE,0.0
@peoplevsfood,People Vs Food,youtube,food,12800000.0,10.37,,FALSE,0.0
@harpreetsdc,Harpreet SDC,youtube,lifestyle,12800000.0,22.89,,FALSE,0.0
@ghaithmarwan,Ghaith Marwan Øº?Ø« ?Ø±?Ø§?,youtube,lifestyle,12800000.0,50,,FALSE,0.0
@sadhguru,Sadhguru,youtube,business,12700000.0,3.63,,FALSE,0.0
@coleandsav,The LaBrant Fam,youtube,lifestyle,12700000.0,50,,FALSE,0.0
@nickelodeon,Nickelodeon,youtube,lifestyle,12700000.0,14.76,,FALSE,0.0
@khabylame,Khaby. Lame,youtube,education,12700000.0,50,,FALSE,0.0
@realgwk,GWK,youtube,gaming,12700000.0,12.02,,FALSE,0.0
@yosuaandre,Yosua Andre,youtube,business,12700000.0,6.46,,FALSE,0.0
@vox,Vox,youtube,music,12700000.0,14.12,,FALSE,0.0
@casey,CaseyNeistat,youtube,lifestyle,12700000.0,22.67,,FALSE,0.0
@factsmanvivek,Factsman,youtube,gaming,12700000.0,10.75,,FALSE,0.0
@123go_,123 GO!,youtube,beauty,12700000.0,26.59,,FALSE,0.0
@deji,Deji,youtube,lifestyle,12700000.0,15.63,,FALSE,0.0
@satvik,SATVIK,youtube,gaming,12600000.0,36.05,,FALSE,0.0
@morgz,Morgz,youtube,lifestyle,12600000.0,31.75,,FALSE,0.0
@lilymiumiu,Lily Meow,youtube,lifestyle,12600000.0,50,,FALSE,0.0
@kookootvhindi,Koo Koo TV Hindi,youtube,lifestyle,12600000.0,24.94,,FALSE,0.0
@thejessicakaylee,Jessica Kaylee,youtube,business,12600000.0,41.2,,FALSE,0.0
@nprmusic,NPR Music,youtube,music,12600000.0,11.58,,FALSE,0.0
@desmonddennis,Desmond Dennis,youtube,lifestyle,12600000.0,32.42,,FALSE,0.0
@learn_toon,LearnToon - Learn & Play,youtube,travel,12600000.0,50,,FALSE,0.0
@megha_chaubeshorts,Megha Chaube Shorts,youtube,comedy,12600000.0,40.35,,FALSE,0.0
@avanishkumarverma930,Avanish kumar verma,youtube,comedy,12500000.0,31.82,,FALSE,0.0
@rabbert,Rabbert,youtube,lifestyle,12500000.0,50,,FALSE,0.0
@mamasoboliha,Mamasoboliha,youtube,lifestyle,12500000.0,19.59,,FALSE,0.0
@sonukeshaitani,SONU KI SHAITANI ,youtube,comedy,12500000.0,50,,FALSE,0.0
@techburner,Tech Burner,youtube,tech,12500000.0,12.53,,FALSE,0.0
@whitesocksfamily,WHITE SOCKS Family,youtube,lifestyle,12500000.0,12.61,,FALSE,0.0
@beyoncevevo,BeyoncÃ©VEVO,youtube,lifestyle,12500000.0,50,,FALSE,0.0
@ms_komal,MS KOMAL,youtube,lifestyle,12500000.0,36.79,,FALSE,0.0
@halsey,Halsey,youtube,lifestyle,12500000.0,50,,FALSE,0.0
@orkunisitmak,Orkun IÅÄ±tmak,youtube,lifestyle,12500000.0,20.18,,FALSE,0.0
@thekingofrandom,TKOR,youtube,lifestyle,12500000.0,15.32,,FALSE,0.0
@shadow2.c,Shadow 2C,youtube,music,12500000.0,50,,FALSE,0.0
@devonrodriguezart1,Devon Rodriguez,youtube,lifestyle,12500000.0,29.64,,FALSE,0.0
@kanyewest,Kanye West,youtube,lifestyle,12400000.0,50,,FALSE,0.0
@kanyewest,Kanye West,youtube,lifestyle,12400000.0,50,,FALSE,0.0
@cut,Cut,youtube,gaming,12400000.0,19.39,,FALSE,0.0
@anazalafamily,The Anazala Family ,youtube,lifestyle,12400000.0,50,,FALSE,0.0
@nickiminajatvevo,NickiMinajAtVEVO,youtube,music,12400000.0,50,,FALSE,0.0
@nickychampa,Nicky,tiktok,lifestyle,12400000.0,12.93,,TRUE,0.0
@officialthejeet,Official the jeet,youtube,lifestyle,12400000.0,40.95,,FALSE,0.0
@basimkarbalaei,Basim Karbalaei / Ø¨Ø§Ø³? Ø§??Ø±Ø¨?Ø§Ø¦?,youtube,lifestyle,12400000.0,20.89,,FALSE,0.0
@thesahitya07,The sahitya,youtube,lifestyle,12400000.0,50,,FALSE,0.0
@carryislive,CarryisLive,youtube,gaming,12400000.0,12.45,,FALSE,0.0
@mmdcrew,MORGENSHTERN,youtube,lifestyle,12400000.0,50,,FALSE,0.0
@starline-raj,Starline Raj,youtube,tech,12300000.0,35.35,,FALSE,0.0
@pinkfong_portuguese,"Pinkfong, BebÃª TubarÃ£o! CanÃ§Ãµes para CrianÃ§as",youtube,lifestyle,12300000.0,34.66,,FALSE,0.0
@thetrenchfamily,The Trench Family,youtube,lifestyle,12300000.0,30.25,,FALSE,0.0
@saaihhalilintar,SAAIHALILINTAR,youtube,travel,12300000.0,29.11,,FALSE,0.0
@hungryfam,Hungry FAM,youtube,lifestyle,12300000.0,16.79,,FALSE,0.0
@princessnikacat,Princess Nika cat,youtube,lifestyle,12300000.0,50,,FALSE,0.0
@ksi,KSI,tiktok,lifestyle,12300000.0,8.78,,TRUE,0.0
@oficialdonomar,Don Omar,youtube,lifestyle,12300000.0,50,,FALSE,0.0
@foodiemama2210,Foodie Mama ,youtube,food,12300000.0,50,,FALSE,0.0
@grizzyleslemmings,Grizzy & les Lemmings,youtube,lifestyle,12300000.0,50,,FALSE,0.0
@eugenbroyt,?Ð²Ð³ÐµÐ½??Ð¾,youtube,lifestyle,12300000.0,17.32,,FALSE,0.0
@dianxixiaoge,æ»è?å°å¥ Dianxi Xiaoge,youtube,travel,12300000.0,42.19,,FALSE,0.0
@å°ä¸å¤«å¦-h6o,å°ä¸å¤«å¦,youtube,lifestyle,12300000.0,41.38,,FALSE,0.0
@metallica,Metallica,youtube,lifestyle,12300000.0,31.58,,FALSE,0.0
@therealcalebmclaughlin,Caleb McLaughlin,tiktok,lifestyle,12200000.0,50,,TRUE,0.0
@masomkamagic,MasomkaMagic  ,youtube,lifestyle,12200000.0,16.87,,FALSE,0.0
@piperrockelle,Piper Rockelle,youtube,lifestyle,12200000.0,37.14,,FALSE,0.0
@vat19,Vat19,youtube,gaming,12200000.0,25.23,,FALSE,0.0
@mingweirocks,mingweirocks,youtube,lifestyle,12200000.0,50,,FALSE,0.0
@babymonster_yg_tiktok,BABYMONSTER,tiktok,lifestyle,12200000.0,7.14,,TRUE,0.0
@pandawaragroup,pandawara,tiktok,lifestyle,12200000.0,5.49,,TRUE,0.0
@nour,???Ø± Ø§??Øº?Ø¯?Ø±,instagram,lifestyle,12136913.0,1.11,,TRUE,0.0
@rosalia,ROSALÃA,youtube,lifestyle,12100000.0,50,,FALSE,0.0
@musainshorts,Musa In SHORTS ,youtube,lifestyle,12100000.0,9.15,,FALSE,0.0
@christiannodal,Christian Nodal,youtube,music,12100000.0,50,,FALSE,0.0
@golemcitogames,Golemcito Games,youtube,gaming,12100000.0,13.41,,FALSE,0.0
@maymo,Maymo,youtube,comedy,12100000.0,50,,FALSE,0.0
@chefkoudy,chefkoudy,youtube,food,12100000.0,50,,FALSE,0.0
@cncomusic,CNCO,youtube,music,12100000.0,50,,FALSE,0.0
@jojosiwakids,JoJo Siwa,youtube,music,12000000.0,47.24,,FALSE,0.0
@tygatygatv,Tyga,youtube,lifestyle,12000000.0,50,,FALSE,0.0
@besteverfoodreviewshow,Best Ever Food Review Show,youtube,food,12000000.0,29.3,US,FALSE,0.0
@abrazkhanck91,Abrazkhan - ck91,youtube,lifestyle,12000000.0,36.45,,FALSE,0.0
@crazyrussianhacker,CrazyRussianHacker,youtube,lifestyle,12000000.0,10.69,,FALSE,0.0
@badge99ff,Badge 99,youtube,business,12000000.0,13.29,,FALSE,0.0
@familiadiamond,Familia Diamond,youtube,lifestyle,12000000.0,26.05,,FALSE,0.0
@emmachamberlain,emma chamberlain,youtube,lifestyle,12000000.0,46.35,,FALSE,0.0
@joeyking,Joey King,tiktok,lifestyle,12000000.0,7.99,,TRUE,0.0
@momreedishna,Mom and Reedishna,youtube,travel,12000000.0,36.73,,FALSE,0.0
@alafasy,Alafasy,youtube,lifestyle,12000000.0,5.58,,FALSE,0.0
@soothingrelaxation,Soothing Relaxation,youtube,music,12000000.0,50,,FALSE,0.0
@sagarskitchen,Sagar's Kitchen,youtube,food,12000000.0,33.27,,FALSE,0.0
@kar98army,kar98 Army,youtube,gaming,12000000.0,15.78,,FALSE,0.0
@slickslimesamdiycomedyscience,"SLICK SLIME SAM - DIY, Comedy, Science",youtube,comedy,12000000.0,28.24,,FALSE,0.0
@dharmamovies,Dharma Productions,youtube,lifestyle,12000000.0,25.62,,FALSE,0.0
@kyliejenner,Kylie Jenner,youtube,beauty,12000000.0,43.1,,FALSE,0.0
@itsfunneh,ItsFunneh,youtube,gaming,12000000.0,41.43,,FALSE,0.0
@anjalichauhanvlog2999,Anjali Chauhan Vlog,youtube,lifestyle,11900000.0,35.68,,FALSE,0.0
@seandoesmagic,SeanDoesMagic,youtube,business,11900000.0,36.51,,FALSE,0.0
@prashu223,prashu__baby,youtube,lifestyle,11900000.0,50,,FALSE,0.0
@bnkimasti,BN ki Masti,youtube,comedy,11900000.0,41.2,,FALSE,0.0
@movlogs,Mo Vlogs,youtube,finance,11900000.0,14.54,,FALSE,0.0
@isaacandandrea,Isaac & Andrea,youtube,lifestyle,11900000.0,15.19,,FALSE,0.0
@mansiranwa,Mansi Ranwa,youtube,lifestyle,11900000.0,49.11,,FALSE,0.0
@mashabearfrancais,Masha et Michka,youtube,lifestyle,11900000.0,27.13,,FALSE,0.0
@123conandres,123 AndrÃ©s,youtube,music,11900000.0,50,,FALSE,0.0
@demarikiofficial,Demariki,youtube,lifestyle,11900000.0,29.89,,FALSE,0.0
@itsdayta,dayta,youtube,lifestyle,11900000.0,50,,FALSE,0.0
@pattymayotv,Patty Mayo,youtube,lifestyle,11900000.0,26.58,,FALSE,0.0
@the_firsttake,THE FIRST TAKE,youtube,lifestyle,11900000.0,33.89,,FALSE,0.0
@fvfamily,FV FAMILY,youtube,lifestyle,11900000.0,50,,FALSE,0.0
@vishviofficial,Vishvi Official,youtube,lifestyle,11900000.0,50,,FALSE,0.0
@clashroyale,Clash Royale,youtube,gaming,11800000.0,25.44,,FALSE,0.0
@zachkingcompilations,Zach King Compilations,youtube,lifestyle,11800000.0,50,,FALSE,0.0
@fixeye,FixEye,youtube,lifestyle,11800000.0,20.67,,FALSE,0.0
@annemarie,Anne-Marie,youtube,lifestyle,11800000.0,50,,FALSE,0.0
@lakhneetvlogs,Lakhneet Vlogs,youtube,lifestyle,11800000.0,18.77,,FALSE,0.0
@browney,Browney,youtube,lifestyle,11800000.0,50,,FALSE,0.0
@oddbods,Oddbods - Official Channel,youtube,lifestyle,11800000.0,29.23,,FALSE,0.0
@smartereveryday,SmarterEveryDay,youtube,travel,11800000.0,27.26,,FALSE,0.0
@bizarrap,bzrp,tiktok,lifestyle,11800000.0,8.01,,TRUE,0.0
@virginia,VirgÃ­nia Fonseca,youtube,lifestyle,11800000.0,8.83,,FALSE,0.0
@tommyinnit,Tommy,tiktok,lifestyle,11800000.0,7.57,,TRUE,0.0
@chrisbrownofficial,chrisbrownofficial,tiktok,lifestyle,11700000.0,5.4,,TRUE,0.0
@maneeshvishnu,Maneesh Vishnu,youtube,lifestyle,11700000.0,50,,FALSE,0.0
@slogo,Slogo,youtube,gaming,11700000.0,10.8,,FALSE,0.0
@markwiens,Mark Wiens,youtube,food,11700000.0,17.12,,FALSE,0.0
@betasquad,Beta Squad,youtube,lifestyle,11700000.0,50,,FALSE,0.0
@squaredmediayt,Squared Media,youtube,lifestyle,11700000.0,50,,FALSE,0.0
@chrisbrownvevo,ChrisBrownVEVO,youtube,music,11700000.0,50,,FALSE,0.0
@britneyspears,Britney Spears,youtube,lifestyle,11700000.0,50,,FALSE,0.0
@nikhilchandra7908,nikhil chandra,youtube,lifestyle,11700000.0,7.55,,FALSE,0.0
@simoneesimaria,Simone e Simaria,youtube,lifestyle,11700000.0,50,,FALSE,0.0
@exphub,ExpHub - Prashant Kirad,youtube,lifestyle,11700000.0,16.43,,FALSE,0.0
@babymonster,BABYMONSTER,youtube,lifestyle,11700000.0,50,,FALSE,0.0
@demolitionranch,DemolitionRanch,youtube,lifestyle,11700000.0,30.09,,FALSE,0.0
@freecodecamp,freeCodeCamp.org,youtube,education,11600000.0,3.32,US,FALSE,0.0
@makeupbyparulgarg,Makeup by Parul Garg,youtube,beauty,11600000.0,50,,FALSE,0.0
@endlesslove025,Endless Love,youtube,lifestyle,11600000.0,32.78,,FALSE,0.0
@lalalalisa_m,Lilifilm Official,youtube,lifestyle,11600000.0,50,,FALSE,0.0
@acdc,AC/DC,youtube,music,11600000.0,50,,FALSE,0.0
@tooktookvlog,Took Took  Vlog,youtube,education,11600000.0,21.94,,FALSE,0.0
@yoangelolo,yoangelolo,youtube,lifestyle,11600000.0,32.88,,FALSE,0.0
@swamiramdevofficial,Swami Ramdev,youtube,fitness,11600000.0,3.4,IN,FALSE,0.0
@joshtalkshindi,à¤à¥à¤?Talks,youtube,lifestyle,11600000.0,5.58,,FALSE,0.0
@platabush,PlataBush,youtube,lifestyle,11500000.0,50,,FALSE,0.0
@qpark,QPark,youtube,comedy,11500000.0,34.19,,FALSE,0.0
@oddlysatisfyingslimeasmr,Oddly Satisfying Slime ASMR,youtube,comedy,11500000.0,10.36,,FALSE,0.0
@disneymusiclavevo,DisneyMusicLAVEVO,youtube,music,11500000.0,50,,FALSE,0.0
@andr3w_wave,andrew_wave,youtube,lifestyle,11500000.0,25.02,,FALSE,0.0
@sambucha,Sambucha,youtube,lifestyle,11500000.0,44.44,,FALSE,0.0
@jennyhoyos,Jenny Hoyos,youtube,lifestyle,11500000.0,19.07,,FALSE,0.0
@nagarajsangeetha,With Love Nagaraj Sangeetha,youtube,fashion,11500000.0,50,,FALSE,0.0
@jiohotstar,JioHotstar,youtube,lifestyle,11500000.0,7.41,,FALSE,0.0
@ruhulshorts1,Ruhul Shorts,youtube,business,11500000.0,50,,FALSE,0.0
@sontungmtp,SÆ¡n TÃ¹ng M-TP Official,youtube,lifestyle,11500000.0,50,,FALSE,0.0
@calvinharrisvevo,CalvinHarrisVEVO,youtube,music,11500000.0,50,,FALSE,0.0
@mrgearofficial,MrGear,youtube,business,11500000.0,32.21,,FALSE,0.0
@zoetube,ZoeTube,youtube,lifestyle,11500000.0,31.2,,FALSE,0.0
@maahijoshishorts,Maahi Joshi,youtube,lifestyle,11500000.0,36.45,,FALSE,0.0
@gaanenayepuraane,Gaane Naye Purane,youtube,lifestyle,11500000.0,9.87,,FALSE,0.0
@williamlast_krm,William Last KRM,instagram,lifestyle,11442929.0,1.57,,TRUE,0.0
@cracksyoutube,CRACKS,youtube,lifestyle,11400000.0,19.56,,FALSE,0.0
@windy31letsgoodplays,windy31,youtube,lifestyle,11400000.0,8.85,,FALSE,0.0
@aurikatariina,á´á´ÊÉª ??tiktok,lifestyle,11400000,5.91,,TRUE,0,
@dude.dans_,Dude Dans,youtube,music,11400000.0,50,,FALSE,0.0
@latinhype.,LatinHype,youtube,lifestyle,11400000.0,50,,FALSE,0.0
@thebnbrothers,The BN Brothers,youtube,comedy,11400000.0,43.15,,FALSE,0.0
@lalafun-kids-nursery-rhymes,Lalafun - Nursery Rhymes,youtube,music,11400000.0,50,,FALSE,0.0
@pinarecords,Pina Records,youtube,music,11400000.0,50,,FALSE,0.0
@miraculous,Miraculous Ladybug,youtube,lifestyle,11400000.0,28.11,,FALSE,0.0
@animasinopal,animasinopal,youtube,lifestyle,11400000.0,50,,FALSE,0.0
@sarthaktoo,Sarthak Sachdeva Too,youtube,lifestyle,11400000.0,50,,FALSE,0.0
@dplatnumz,Diamond Platnumz,youtube,music,11400000.0,19.29,,FALSE,0.0
@funnyclubtv,Funny Club TV,youtube,food,11400000.0,31.27,,FALSE,0.0
@chetan026,Chetan the backbencher,youtube,lifestyle,11400000.0,29.59,,FALSE,0.0
@kunalmonu,Kunal monu,youtube,business,11400000.0,20.69,,FALSE,0.0
@tonytv1994,TonyTV,youtube,lifestyle,11400000.0,50,,FALSE,0.0
@gtfuntv,GTfunTV,youtube,comedy,11400000.0,50,,FALSE,0.0
@hindikahaniyan,Hindi Kahaniya,youtube,food,11400000.0,18.72,,FALSE,0.0
@onemore_tsp,One More,youtube,lifestyle,11400000.0,19.56,,FALSE,0.0
@tyga,Tyga,tiktok,lifestyle,11300000.0,8.08,,TRUE,0.0
@zlatanibrahimovic,Zlatan IbrahimoviÄ,tiktok,lifestyle,11300000.0,7.54,,TRUE,0.0
@matheusekauan,Matheus e Kauan,youtube,lifestyle,11300000.0,50,,FALSE,0.0
@glitchplaysroblox,Glitch,youtube,business,11300000.0,17.79,,FALSE,0.0
@izabelastress,Izabela Stress,youtube,lifestyle,11300000.0,24.28,,FALSE,0.0
@dababy,DaBaby,youtube,lifestyle,11300000.0,50,,FALSE,0.0
@madfit,MadFit,youtube,fitness,11300000.0,10.26,CA,FALSE,0.0
@hifunny,HiFunnie,youtube,lifestyle,11300000.0,17.04,,FALSE,0.0
@yunuskhan.,Yunus Khan,youtube,lifestyle,11300000.0,23.47,,FALSE,0.0
@juanpazurita,Juanpa Zurita,youtube,lifestyle,11300000.0,21.91,,FALSE,0.0
@kessel_nathan,Nathan Kessel,youtube,food,11300000.0,48.8,,FALSE,0.0
@tiana07,Tiana,youtube,business,11300000.0,27.15,,FALSE,0.0
@mrlololoshka,MrLololoshka (?Ð¾Ð¼Ð°Ð½ Ð¤Ð¸Ð»??ÐµÐ½ÐºÐ¾Ð²),youtube,lifestyle,11300000.0,11.56,,FALSE,0.0
@topmovieclips5056,TopMovieClips,youtube,lifestyle,11300000.0,50,,FALSE,0.0
@wassabi,Alex Wassabi,youtube,business,11300000.0,30.25,,FALSE,0.0
@vikramsinghfitness55,Vikram Singh Fitness,youtube,fitness,11300000.0,5.07,,FALSE,0.0
@elalfaeljefetv,ElAlfaElJefeTV,youtube,music,11300000.0,50,,FALSE,0.0
@surjeetswag,Surjeet Swag,youtube,comedy,11200000.0,37.19,,FALSE,0.0
@disneychannelanimation,Disney Channel Animation,youtube,lifestyle,11200000.0,12.09,,FALSE,0.0
@onerepublic,OneRepublic,youtube,music,11200000.0,50,,FALSE,0.0
@kanandy,Kan Andrey,youtube,comedy,11200000.0,50,,FALSE,0.0
@viihtube,Viih Tube,youtube,lifestyle,11200000.0,12.72,,FALSE,0.0
@justintimberlake,Justin Timberlake,youtube,music,11200000.0,50,,FALSE,0.0
@avocadocouple,Avocado Couple I Crazy Comics,youtube,music,11200000.0,18.58,,FALSE,0.0
@soolkingoff,Soolking Officiel,youtube,lifestyle,11200000.0,50,,FALSE,0.0
@maytree_music,Maytree ë©ì´?¸ë¦¬,tiktok,music,11200000.0,50,,TRUE,0.0
@hungrybirds4803,Hungry Birds,youtube,food,11200000.0,50,,FALSE,0.0
@thevibeguide,The Vibe Guide,youtube,music,11100000.0,18.45,,FALSE,0.0
@spindlehorse,Vivziepop,youtube,music,11100000.0,46.59,,FALSE,0.0
@beluga1,Beluga,youtube,lifestyle,11100000.0,50,,FALSE,0.0
@_rl9,Robert Lewandowski,tiktok,lifestyle,11100000.0,16.46,,TRUE,0.0
@texasbeeworks,Erika Thompson,tiktok,lifestyle,11100000.0,15.89,,TRUE,0.0
@UConnM5zwOP9vG_LPTYbRsAg,LÃ¢m Vlog,youtube,lifestyle,11100000.0,50,,FALSE,0.0
@zeeshanpasha01,Zeeshan Pasha,youtube,lifestyle,11100000.0,24.07,,FALSE,0.0
@noumanhassan8,Nouman Hassan,youtube,lifestyle,11000000.0,8.9,,FALSE,0.0
@sahuoriginal,Sahu original,youtube,lifestyle,11000000.0,50,,FALSE,0.0
@betogamer10,BETO GAMER,youtube,gaming,11000000.0,8.36,,FALSE,0.0
@theweeknd,The Weeknd,tiktok,lifestyle,11000000.0,50,,TRUE,0.0
@classicmrbean,Classic Mr Bean,youtube,lifestyle,11000000.0,12.23,,FALSE,0.0
@somacguffin,?ë§¥ê±°í?,youtube,lifestyle,11000000.0,50,,FALSE,0.0
@blogilates,blogilates,youtube,fitness,11000000.0,3.21,US,FALSE,0.0
@primitivetechnology9550,Primitive Technology,youtube,tech,11000000.0,50,,FALSE,0.0
@brookemonk,Brooke Monk,youtube,beauty,11000000.0,26.62,,FALSE,0.0
@diyaishwarya,Diya Ishwarya,youtube,lifestyle,11000000.0,50,,FALSE,0.0
@storror,STORROR,youtube,lifestyle,11000000.0,49.01,,FALSE,0.0
@majatvhindistoriesofficial,MaJa Tv Hindi Stories,youtube,lifestyle,11000000.0,50,,FALSE,0.0
@vanzai,vanzai,youtube,lifestyle,11000000.0,50,,FALSE,0.0
@mrandmrskoranga,Mr and Mrs Koranga ,youtube,lifestyle,11000000.0,33.41,,FALSE,0.0
@itsyoungmiko,baby miko ?,tiktok,lifestyle,11000000.0,8.17,,TRUE,0.0
@boysandtoys,Boys and Toys,youtube,lifestyle,11000000.0,50,,FALSE,0.0
@pawpatrolofficial,PAW Patrol Official & Friends,youtube,lifestyle,11000000.0,13.9,,FALSE,0.0
@jessiejofficial,Jessie J,youtube,lifestyle,10900000.0,50,,FALSE,0.0
@dsl_english,DSL English,youtube,lifestyle,10900000.0,2.11,,FALSE,0.0
@mrballen,MrBallen,youtube,lifestyle,10900000.0,33.63,,FALSE,0.0
@dalasreview,Dalas Review,youtube,gaming,10900000.0,13.68,,FALSE,0.0
@wildcookbook,Wild Cookbook,youtube,food,10900000.0,50,,FALSE,0.0
@stampycat,stampylonghead,youtube,gaming,10900000.0,18.15,,FALSE,0.0
@sanjhalikavlog,Sanjhalika Vlog,youtube,lifestyle,10900000.0,50,,FALSE,0.0
@kidifun,Kidi Fun,youtube,music,10900000.0,50,,FALSE,0.0
@universalpictures,Universal Pictures,youtube,lifestyle,10900000.0,22.37,,FALSE,0.0
@shilohandbros,Shiloh & Bros,youtube,gaming,10900000.0,50,,FALSE,0.0
@agnitshorts1,Agnit Shorts,youtube,lifestyle,10900000.0,50,,FALSE,0.0
@carwow,carwow,youtube,lifestyle,10900000.0,14.39,,FALSE,0.0
@cash,Cash,youtube,lifestyle,10800000.0,21.54,,FALSE,0.0
@chillnation,Chill Nation,youtube,music,10800000.0,15.57,,FALSE,0.0
@saregamatamil,Saregama Tamil,youtube,music,10800000.0,6.19,,FALSE,0.0
@moriahelizabeth,Moriah Elizabeth,youtube,business,10800000.0,50,,FALSE,0.0
@jubilee,Jubilee,youtube,lifestyle,10800000.0,15.14,,FALSE,0.0
@sofimanassyan,Sofi Manassyan,youtube,business,10800000.0,50,,FALSE,0.0
@asapscience,AsapSCIENCE,youtube,lifestyle,10800000.0,34.79,,FALSE,0.0
@magicfive5,Magic Five,youtube,lifestyle,10800000.0,9.84,,FALSE,0.0
@stillwatchingnetflix,Still Watching Netflix,youtube,gaming,10800000.0,6.74,,FALSE,0.0
