rank,platform,handle,name,followers_source_display,engagement_rate_source,niche_standardized,source_url,notes
33,tiktok,@donguk2da,백동욱 DongUk,2.9M,5.78%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
34,tiktok,@poqrs3077,Oni Man,2.9M,8.01%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
35,tiktok,@likapikka,likapikka,2.9M,5.35%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
36,tiktok,@jjangtaku,짱타쿠,2.8M,5.32%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
37,tiktok,@stayc_official,STAYC,2.8M,23.81%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
38,tiktok,@mino2282,허미노 mino,2.8M,3.93%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
39,tiktok,@chri_mm01,채채,2.6M,4.11%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
40,tiktok,@sunn416,미선짱 sun,2.6M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
41,tiktok,@moon_nyang_92,moon_nyang,2.6M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
42,tiktok,@zenoworld,자곰 JAGOM ASMR,2.5M,4.68%,food,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
43,tiktok,@inocat_t,ino Cat 이노냥,2.5M,4.58%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
44,tiktok,@d__h_04,두현 Doohyun,2.4M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
45,tiktok,@brick_grandpa,벽돌할아버지 BRICK GRANDPA,2.4M,3.67%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
46,tiktok,@dew_sisters,듀자매,2.4M,5.59%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
47,tiktok,@wn_tiktok,WINNERCITY,2.3M,20.08%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
48,tiktok,@baekkum,백꿈 Baekkum,2.3M,5.68%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
49,tiktok,@o_dahye_o,박다혜 dahye,2.3M,3.83%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
50,tiktok,@x_arumi_x,ARU,2.2M,4.36%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
51,tiktok,@buldak_global,Buldak,2.2M,6.85%,food,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
52,tiktok,@enjoycouple,Enjoycouple 엔조이커플,2.2M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
53,tiktok,@stephany_official,김스테파니헤리,2.2M,8.5%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
54,tiktok,@kunho1216,건리버,2.2M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
55,tiktok,@balboulette,balboulette,2.1M,4.42%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
56,tiktok,@hea_dli_,고로켓,2.1M,4.19%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
57,tiktok,@roller_tv77,롤러짱 KOREA,2.1M,8.51%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
58,tiktok,@cookingmua,화장하는청담언니,2.1M,4.99%,beauty,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
59,tiktok,@seahssam,세아쌤 Seah Ssam,2M,3.66%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
60,tiktok,@insean0208,인션 InSean,2M,5.43%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
61,tiktok,@julietasmr,JULIET ASMR,2M,4.51%,food,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
62,tiktok,@idolnation,IDOL NATION | 아이돌네이션,2M,3.35%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
63,tiktok,@sarahc__74,세라C,2M,8.34%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
64,tiktok,@moioioioioioi,김모이 (Kim Moi),2M,4.97%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
65,tiktok,@plave_official,PLAVE 플레이브,1.9M,29.06%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
66,tiktok,@szroa,Roah,1.9M,7.28%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
67,tiktok,@livehooni,HOONI,1.9M,19.68%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
68,tiktok,@theblairkim,theblairkim,1.9M,4.68%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
69,tiktok,@park_bosung,박보성,1.9M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
70,tiktok,@inhawlee12,이인화,1.9M,5.8%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
71,tiktok,@itisresplendent,최언,1.8M,5.15%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
72,tiktok,@shimamonx,しまも,1.7M,15.27%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
73,tiktok,@mingsin83,은서,1.7M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
74,tiktok,@_soomin__4,이수만두(수민),1.7M,14.93%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
75,tiktok,@magenta6262,마젠타 magenta,1.7M,7.94%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
76,tiktok,@82major_official,82MAJOR,1.7M,34.6%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
77,tiktok,@ksh_me,김선형,1.7M,9.35%,sports,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
78,tiktok,@ayounghaseyoung,아영하세영,1.7M,12.44%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
79,tiktok,@junpapi_lives,user94752537230,1.6M,0%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
80,tiktok,@bbangthug,빵먹다살찐떡,1.6M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
81,tiktok,@juney4u2,쥬니 Juney,1.6M,5.02%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
82,tiktok,@allday_project,ALLDAY PROJECT,1.6M,0%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
83,tiktok,@nadia_hong,나디아홍 Nadia Hong,1.5M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
84,tiktok,@boseok751,꽥보석 boseok,1.5M,12.17%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
85,tiktok,@ye_chan00,강예찬,1.5M,2.96%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
86,tiktok,@daye1014,석다예 Daye,1.5M,5.28%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
87,tiktok,@yolanda0603,유랜다,1.5M,6.13%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
88,tiktok,@tsrjmusic2024,MUSIC,1.5M,0%,music,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
89,tiktok,@madame2580,갬성타는아줌마,1.4M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
90,tiktok,@dada_everything,다다,1.3M,7.97%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
91,tiktok,@h_kyung_176,굥이 MOON,1.3M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
92,tiktok,@do__.dong,츄정,1.3M,9.3%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
93,tiktok,@choiyena.official,YENA(최예나),1.3M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
94,tiktok,@coachalijr,coachalijr,1.3M,15.84%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
95,tiktok,@dlehhhdodo,타니 Tani,1.2M,0%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
96,tiktok,@wjpooh2,은지언니 ENJI,1.2M,15.07%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
97,tiktok,@b2ang,빵빵이의 일상,1.2M,7.36%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
98,tiktok,@joyseoworld,조이서 Joyseo,1.2M,4.47%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
99,tiktok,@oningoning,오닝 oning,1.2M,2.99%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
100,tiktok,@hyezzi0801,혜찌,1.2M,3.2%,lifestyle,https://hafi.pro/top/most-followed-tiktok/south-korea,Hafi Top 100 South Korea TikTok; niche standardized by heuristic; verified/fake follower fields unavailable.
1,youtube,@yt_001_kimpro,김프로KIMPRO,135M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
2,youtube,@yt_002_blackpink,BLACKPINK,101M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
3,youtube,@yt_003_hybe_labels,HYBE LABELS,82.7M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
4,youtube,@yt_004_cure,CuRe 구래,35.1M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
5,youtube,@yt_005_gh_s,GH'S,28.2M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
6,youtube,@yt_006_toypuddingtv,ToyPuddingTV,27.5M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
7,youtube,@yt_007_1million_dance_studio,1MILLION Dance Studio,26.4M,,dance,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
8,youtube,@yt_008_1thek,1theK (원더케이),25.1M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
9,youtube,@yt_009_kkubi99,유백합 kkubi99,23.9M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
10,youtube,@yt_010_kbs_world_tv,KBS WORLD TV,20.5M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
11,youtube,@yt_011_rose,ROSÉ,20.1M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
12,youtube,@yt_012_tv,보겸TV,18.6M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
13,youtube,@yt_013_jane_asmr,Jane ASMR 제인,18.5M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
14,youtube,@yt_014_seventeen,SEVENTEEN,17.9M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
15,youtube,@yt_015_jflamusic,JFlaMusic,17.2M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
16,youtube,@yt_016_bigbang,BIGBANG,16.9M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
17,youtube,@yt_017_hongyu_asmr,Hongyu ASMR 홍유,16.8M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
18,youtube,@yt_018_sulgi,설기양SULGI,16.6M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
19,youtube,@yt_019_channel,핑크퐁 (인기 동요・동화),16.6M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
20,youtube,@yt_020_bibo,BIBO와 장난감,16M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
21,youtube,@yt_021_gongsam_table,GONGSAM TABLE 이공삼,15.9M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
22,youtube,@yt_022_you_chang_jo,유창조 You Chang Jo,15.3M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
23,youtube,@yt_023_boram_tube_toysreview,Boram Tube ToysReview [보람튜브 토이리뷰],15.1M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
24,youtube,@yt_024_enhypen,ENHYPEN,14.4M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
25,youtube,@yt_025_hamzy,[햄지]Hamzy,14.2M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
26,youtube,@yt_026_kkubi_studio,KKUBI STUDIO,14M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
27,youtube,@yt_027_tomorrow_x_together_official,TOMORROW X TOGETHER OFFICIAL,13.8M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
28,youtube,@yt_028_channel,서은일상이야기,13.7M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
29,youtube,@yt_029_byungari,Byungari 병아리언니,13.4M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
30,youtube,@yt_030_babymonster,BABYMONSTER,13.1M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
31,youtube,@yt_031_ssoyoung,쏘영 Ssoyoung,12.5M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
32,youtube,@yt_032_channel,팀일루션 노성율,11.7M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
33,youtube,@yt_033_mbckpop,MBCkpop,11.6M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
34,youtube,@yt_034_dudupoptoy,DuDuPopTOY,11.3M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
35,youtube,@yt_035_stone_music,STONE MUSIC,11.2M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
36,youtube,@yt_036_channel,소맥거핀,11.2M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
37,youtube,@yt_037_eat_with_boki,문복희 Eat with Boki,11.1M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
38,youtube,@yt_038_tv_toymong_tv,토이몽 TV - ToyMong Tv,10.8M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
39,youtube,@yt_039_m2,M2,10.7M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
40,youtube,@yt_040_twinroozi,TwinRoozi 쌍둥이 루지,10.6M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
41,youtube,@yt_041_dsand,dsand,10.6M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
42,youtube,@yt_042_larva_tuba,Larva TUBA,10.5M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
43,youtube,@yt_043_kbs_kpop,KBS Kpop,10.3M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
44,youtube,@yt_044_joy_bamm,조이밤 Joy_Bamm,10.3M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
45,youtube,@yt_045_iu_official,이지금 [IU Official],10.3M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
46,youtube,@yt_046_cha_dabin,Cha Dabin,10.3M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
47,youtube,@yt_047_samsung,Samsung,10.2M,,technology,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
48,youtube,@yt_048_nao_funfun,Nao FunFun,10.1M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
49,youtube,@yt_049_itzy,ITZY,10M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
50,youtube,@yt_050_mindspin_facts,Mindspin Facts,9.98M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
